rank	word	count
1	ann	55841
2	na	47172
3	tha	37977
4	agus	35308
5	air	32339
6	am	17088
7	bha	14430
8	anns	12809
9	aig	10865
10	gu	10573
11	de	8067
12	bho	8030
13	le	7832
14	chaidh	7797
15	baile	7695
16	mar	7561
17	ri	6153
18	seo	5908
19	nan	5880
20	sin	5806
21	daoine	5775
22	airson	5755
23	do	5693
24	san	5451
25	ach	4587
26	iomraidhean	4574
27	iad	4040
28	eadar	4004
29	h-alba	3818
30	fuireach	3744
31	beurla	3743
32	mu	3632
33	bailtean	3590
34	alba	3565
35	bhaile	3478
36	às	3440
37	suidhichte	3426
38	loch	3318
39	sa	3154
40	no	3087
41	robh	3026
42	a-mach	2961
43	leis	2933
44	aige	2888
45	chuimrigh	2852
46	cuideachd	2801
47	eile	2778
48	fhèin	2752
49	nuair	2721
50	tachartasan	2662
51	ainm	2653
52	gàidhlig	2619
53	linn	2604
54	den	2569
55	duine	2567
56	dùthcha	2527
57	deas	2496
58	gun	2494
59	neo	2488
60	bheil	2467
61	taobh	2451
62	eilean	2436
63	tuath	2425
64	ainmeil	2408
65	rugadh	2333
66	latha	2329
67	ceanglaichean	2323
68	bliadhna	2253
69	aonaichte	2239
70	gov	2239
71	os	2233
72	mòr	2204
73	àirde	2193
74	far	2176
75	roinn	2175
76	oilthigh	2158
77	return	2124
78	dèidh	2103
79	eil	2074
80	nam	2040
81	chan	2020
82	co	2017
83	ris	2016
84	bhliadhna	2005
85	chiad	2001
86	faisg	1988
87	dhan	1974
88	sgìre	1972
89	iar	1946
90	eachdraidh	1936
91	bhith	1922
92	dhen	1912
93	motha	1870
94	census	1824
95	prìomh-bhaile	1777
96	dhe	1773
97	rèir	1758
98	true	1744
99	bhon	1736
100	siorrachd	1734
101	t-ainm	1725
102	gus	1722
103	cionn	1714
104	ag	1708
105	cha	1700
106	rinn	1700
107	nàiseanta	1698
108	dà	1689
109	ceann	1675
110	àite	1673
111	beag	1646
112	stàitean	1638
113	mi	1632
114	dùn	1624
115	aon	1624
116	id	1612
117	cilemeatair	1592
118	fhuair	1581
119	ear	1581
120	mara	1570
121	math	1563
122	tarraing	1557
123	àm	1510
124	ìre	1490
125	dùthaich	1478
126	chuir	1469
127	stèidheachadh	1461
128	falbh	1453
129	caerdydd	1453
130	fad	1434
131	pàrtaidh	1431
132	fo	1401
133	nuadh	1401
134	nach	1388
135	name	1371
136	gur	1363
137	ons	1354
138	breithean	1345
139	cho	1308
140	function	1284
141	inbhir	1277
142	obair	1253
143	thug	1242
144	gach	1217
145	nas	1215
146	ged	1193
147	beinn	1187
148	chur	1176
149	ga	1164
150	background	1150
151	lunnainn	1146
152	còmhla	1141
153	cuid	1124
154	nobel	1124
155	title	1111
156	distance	1105
157	bàsan	1095
158	faclair	1076
159	chaochail	1076
160	aspx	1073
161	duais	1057
162	dha	1056
163	la	1049
164	ipa	1048
165	èideann	1037
166	value	1037
167	mhòr	1029
168	calculator	1024
169	lorg	1022
170	john	1016
171	national	1015
172	mac	1011
173	ruige	1000
174	chuid	994
175	text	992
176	ghàidhlig	984
177	aghaidh	983
178	en	979
179	dìreach	977
180	population	973
181	ùr	958
182	an-diugh	953
183	faidhle	950
184	mòran	947
185	nil	941
186	comhairle	936
187	dhùn	935
188	ro	932
189	aca	929
190	sgrìobh	911
191	bhuannaich	908
192	bu	904
193	thàinig	895
194	string	890
195	tro	881
196	sir	881
197	fear	879
198	link	879
199	abhainn	879
200	dùbhlachd	879
201	iain	864
202	dàrna	853
203	frame	841
204	bharrachd	830
205	dùthchannan	828
206	rìgh	827
207	smo	827
208	ciallachadh	826
209	glaschu	824
210	uair	823
211	seann	820
212	eaglais	819
213	bidh	815
214	taigh	814
215	oxford	810
216	rel	808
217	cuimris	801
218	obar	800
219	thogail	789
220	a-steach	784
221	port	780
222	faoilleach	780
223	se	775
224	th'ann	773
225	mìle	770
226	rìoghachd	769
227	cogadh	760
228	bliadhna-leum	759
229	cànan	757
230	wales	757
231	sgrìobhadh	756
232	false	754
233	scotland	748
234	fhathast	746
235	top	745
236	else	744
237	statistics	743
238	set	737
239	crìochan	734
240	dheathain	727
241	deireadh	726
242	chunntais-shluaigh	721
243	sam	719
244	bith	719
245	h-eileanan	717
246	t-sluagh	716
247	scottish	715
248	canar	715
249	thaobh	712
250	list	709
251	meadhan	706
252	dol	703
253	em	702
254	asp	702
255	office	702
256	mhòr-chuid	701
257	feadh	701
258	mongabay	698
259	don	698
260	es	697
261	thathar	695
262	iomadh	690
263	dheireadh	689
264	thoirt	686
265	uisge	682
266	riaghaltas	678
267	dàmhair	678
268	làidir	676
269	sgoil	676
270	àird	673
271	enwau	669
272	lleoedd	669
273	bedwyr	669
274	e-gymraeg	668
275	enwaucymru	668
276	chwilio	668
277	canolfan	668
278	parameter	668
279	key-statistics-for-unitary-authorities-in-wales	667
280	census-key-statistics-for-wales	667
281	ac	663
282	laideann	658
283	gabhail	652
284	contae	650
285	cleachdadh	648
286	stàite	645
287	trì	640
288	university	640
289	ghabh	639
290	spàinntis	638
291	sgàth	637
292	label	637
293	dhèanamh	634
294	a-rèir	632
295	leabhar	631
296	gleann	631
297	poblachd	628
298	press	626
299	facal	626
300	ghearmailt	625
301	thòisich	620
302	toirt	618
303	h-aibhne	617
304	match	616
305	pàirt	616
306	cèitean	615
307	urrainn	613
308	spàinne	613
309	thall	612
310	aice	611
311	page	610
312	result	610
313	freumhan	604
314	thogadh	599
315	laighe	598
316	names	597
317	coltach	597
318	frainge	594
319	fhàgail	593
320	distancecalculator	593
321	globefeed	593
322	error	590
323	index	590
324	deach	589
325	a-nis	587
326	coloimbia	587
327	sgìrean	586
328	gum	586
329	seòrsa	585
330	èirinn	582
331	module	579
332	gearmailtis	574
333	t-sultain	573
334	sna	572
335	suidheachadh	570
336	cur	569
337	leth	569
338	william	564
339	roinne	564
340	mus	563
341	nis	563
342	background-color	561
343	co-cheangailte	560
344	pàrlamaid	559
345	màrt	554
346	afraga	554
347	teaghlach	553
348	neach-poileataigs	553
349	bar	553
350	seachad	551
351	message	549
352	thaghadh	548
353	bhios	547
354	sasainn	545
355	oifigeil	543
356	ma	542
357	language	541
358	t-saoghail	540
359	beanntan	539
360	buaidh	538
361	sreath	537
362	esan	535
363	poileataigs	532
364	t-iuchar	531
365	beatha	529
366	giblean	527
367	uile	525
368	h-èireann	524
369	liosta	522
370	data	522
371	chruthachadh	521
372	eisimpleir	519
373	self	514
374	abertawe	512
375	àireamh	510
376	stàit	509
377	bheurla	508
378	gearran	508
379	sgitheanach	507
380	sònraichte	507
381	chèile	505
382	sgrìobhadair	505
383	jones	505
384	parameters	505
385	fhraing	504
386	dòigh	503
387	elseif	503
388	troigh	502
389	toiseach	500
390	hill	499
391	innis	498
392	beinne	494
393	ghlaschu	492
394	timcheall	491
395	lùnastal	490
396	rathad	489
397	measg	489
398	dheth	489
399	h-uile	486
400	albannach	485
401	format	484
402	bhiodh	484
403	chun	479
404	gaelic	478
405	history	478
406	dèanamh	473
407	cumanta	473
408	t-samhain	472
409	thomas	472
410	phàirt	471
411	colombia	471
412	cudromach	470
413	qid	469
414	bheinn	468
415	nochd	467
416	thèid	464
417	t-ògmhios	463
418	border	461
419	chuireadh	460
420	turas	460
421	al	459
422	james	459
423	mhuir	458
424	iar-dheas	458
425	naomh	457
426	utilities	456
427	uhi	455
428	gaidhlig	453
429	tric	452
430	chleachdadh	452
431	iar-thuath	452
432	sàs	452
433	faic	451
434	athair	451
435	fraingis	450
436	caisteal	450
437	talk	449
438	row	449
439	spàinn	444
440	info	444
441	scope	443
442	ionadail	439
443	chlàradh	438
444	david	436
445	dh'fhàs	435
446	mullach	435
447	mediawiki	430
448	wikitable	429
449	bruidhinn	427
450	thairis	426
451	british	425
452	col	424
453	fhaighinn	423
454	imdb	423
455	el	421
456	bheag	420
457	phòs	420
458	thu	419
459	stòrlann	419
460	vertical-align	416
461	tìle	416
462	edit	414
463	sealladh	414
464	bàs	414
465	prefix	413
466	ceimigeachd	412
467	bheachd	410
468	chithear	408
469	leabhraichean	408
470	tron	403
471	chionn	402
472	siar	401
473	rud	400
474	rinneadh	400
475	lang	400
476	bhall	399
477	fada	397
478	sgioba	396
479	ar	396
480	ball	393
481	stèisean	393
482	uabhasach	392
483	dubh	391
484	dòcha	390
485	meadhanach	390
486	duilleag	389
487	when	389
488	action	388
489	dealbh	388
490	dùthchasail	388
491	news	386
492	dane	386
493	litreachas	385
494	a-muigh	384
495	mun	384
496	atharrachadh	383
497	a-rithist	383
498	suas	382
499	bliadhnaichean	381
500	ii	381
501	oir	380
502	portal	380
503	property	379
504	item	379
505	cumail	379
506	robert	379
507	number	379
508	loidhne	378
509	phàrlamaid	377
510	tè	376
511	clachan	376
512	ear-thuath	376
513	raon	375
514	locha	375
515	options	375
516	mhìosachain	373
517	bhreatainn	372
518	àrd	372
519	foghlam	372
520	acair	372
521	trice	371
522	ghriogaraich	371
523	phrìomh-bhaile	370
524	dealbhan	370
525	làrach-lìn	370
526	taghadh	369
527	net	368
528	param	367
529	broinn	366
530	feachdan	366
531	thill	364
532	ràdh	363
533	glè	362
534	ais	360
535	roimhe	360
536	casnewydd	360
537	type	358
538	chaill	358
539	mapa	357
540	dhaoine	357
541	si	357
542	ghàidhealtachd	357
543	cheann	357
544	drochaid	356
545	tharraing	355
546	rìoghail	352
547	t-eilean	352
548	sgoile	352
549	stèidhichte	351
550	cuspair	351
551	fhacal	349
552	dreuchd	348
553	ball-coise	347
554	flag	346
555	ìsle	346
556	ucràin	346
557	arcaibh	346
558	prìomh	345
559	phris	345
560	mòra	344
561	linne	344
562	tighinn	344
563	month	344
564	thoisich	342
565	tìrean	341
566	cheann-suidhe	341
567	blàr	340
568	dh'àirde	340
569	williams	338
570	ceòl	336
571	cruinne	335
572	idir	335
573	srath	334
574	config	334
575	map	333
576	phàrtaidh	330
577	leanas	328
578	ceithir	328
579	so	327
580	arm	326
581	davies	326
582	stèidhich	325
583	dhiubh	324
584	ear-dheas	324
585	alasdair	323
586	gheibhear	322
587	dhuibh	322
588	roinnean	319
589	co-chomharran	319
590	ceangal	318
591	buidheann	317
592	chànan	317
593	gàidhealtachd	317
594	cliath	317
595	taic	317
596	ustring	317
597	files	315
598	eadar-dhealaichte	314
599	fàs	314
600	george	314
601	leig	313
602	mhair	312
603	padding-right	312
604	ceann-suidhe	311
605	display	310
606	cill	310
607	seumas	310
608	lagh	309
609	cruth	309
610	sgùrr	309
611	òran	309
612	riaghaltais	309
613	meatailt	308
614	chogaidh	307
615	àbhaist	306
616	mheadhan	306
617	eadailt	306
618	eileanan	305
619	làimh	305
620	slighe	305
621	err	305
622	eadar-nàiseanta	304
623	irish	302
624	cunntas-sluaigh	302
625	bàrdachd	302
626	ucràinis	302
627	out	301
628	municipios	301
629	insert	300
630	ceum	300
631	bheatha	300
632	cridhe	299
633	rè	298
634	ruith	298
635	a-staigh	298
636	eilein	298
637	creideamh	298
638	stiùireadh	297
639	dh'aois	297
640	dh'ionnsaich	296
641	t-suain	296
642	mheadhanach	295
643	country	294
644	roinn-eòrpa	292
645	bàrd	291
646	gsub	291
647	ainmean-àite	289
648	aibidil	289
649	làbarach	288
650	turais	288
651	long	285
652	goireasan	285
653	bàrr	285
654	neach	285
655	dhol	285
656	sub	285
657	lochan	284
658	pattern	284
659	talamh	283
660	fèisean	283
661	smachd	282
662	oifis	282
663	duthchannan	281
664	geograph	281
665	sluagh	280
666	atlas	280
667	canada	279
668	comann	279
669	lugha	279
670	eaconomaidh	278
671	aimearaga	278
672	buill	277
673	check	277
674	get	277
675	chogadh	277
676	lodainn	277
677	dheidhinn	276
678	h-innseachan	276
679	ie	276
680	nochdadh	276
681	dhaibh	276
682	allt	276
683	paris	276
684	tag	276
685	cille	275
686	leasachadh	274
687	article	272
688	h-eaglaise	272
689	eileamaid	272
690	eòrpa	271
691	òg	271
692	biodh	271
693	fiosrachadh	271
694	bhuineadh	271
695	ceimigear	271
696	pàpa	270
697	tonumber	270
698	database	269
699	dh'aindeoin	269
700	h-àraidh	268
701	telebhisean	268
702	ar-a-mach	268
703	des	268
704	beagan	268
705	romàinia	268
706	fhoillseachadh	267
707	ha	267
708	returns	267
709	richard	266
710	ionnsaigh	266
711	oileanach	266
712	aonadh	266
713	logainm	266
714	thachair	265
715	chomhairle	265
716	rèile	265
717	wikidata	265
718	cleachdar	264
719	tàmh	264
720	leabharlann	263
721	astràilia	262
722	lean	262
723	bi	262
724	iorànach	262
725	deug	261
726	ainmeachadh	261
727	bhuaidh	261
728	lùnasdal	261
729	rinneach	261
730	beò	260
731	theaghlach	260
732	add	259
733	values	259
734	cluich	258
735	fa	257
736	rothaich	257
737	làithean	256
738	jos	256
739	ainmean	255
740	sinn	254
741	shasainn	254
742	àireamh-shluaigh	254
743	find	253
744	gan	253
745	ròmanach	253
746	fheàrr	253
747	tuilleadh	253
748	charles	253
749	sealltainn	252
750	àir	252
751	iomradh	252
752	neo-eisimeileachd	252
753	thog	252
754	handler	252
755	cànain	251
756	dh'fhàg	251
757	aois	251
758	ruis	251
759	iomadach	251
760	màthair	251
761	bh'ann	251
762	scotland's	250
763	àrd-sgoil	250
764	orra	249
765	coimhearsnachd	249
766	evans	249
767	lèir	248
768	treas	248
769	fìor	247
770	tìr	247
771	eadailtis	247
772	mòr-chuid	246
773	thuirt	245
774	muir	245
775	fiù	245
776	val	245
777	seachd	244
778	cat	244
779	last	243
780	rannsachadh	243
781	a-riamh	243
782	oirre	243
783	phrìs	243
784	fearann	241
785	storlann	241
786	ipairs	241
787	neo-eisimeileach	240
788	atlas-na-sgoile	240
789	old	239
790	dithis	239
791	gaeilge	239
792	àisia	239
793	state	238
794	dh'fhoillsich	238
795	àiteachas	238
796	mìltean	238
797	der	238
798	ùine	237
799	lewis	237
800	t-saoghal	236
801	breatainn	236
802	dè	236
803	ollamh	236
804	hills	236
805	islands	234
806	bruach	234
807	dhà	234
808	key	234
809	nighean	233
810	fon	233
811	tostring	233
812	barrachd	232
813	iomairt	232
814	dòmhnall	232
815	lat	232
816	nì	231
817	eachdraidheil	231
818	crìoch	231
819	druim	230
820	gairm	230
821	impireachd	230
822	valign	230
823	men	230
824	muinntir	229
825	eo	229
826	cathair	229
827	wrecsam	229
828	leithid	228
829	chumail	228
830	mhinistear	228
831	von	228
832	tom	228
833	ceangailte	227
834	fhad	227
835	traidiseanta	227
836	tòrr	227
837	bogot	227
838	t-seann	226
839	edu	226
840	còrr	225
841	innd-arianach	225
842	da	224
843	del	224
844	riochdaire	224
845	dhuinn	223
846	mhòir	223
847	sgrìobhadairean	223
848	siud	223
849	obrach	223
850	còig	223
851	nobhail	222
852	sàilleabh	221
853	castell-nedd	221
854	deagh	220
855	geo	220
856	achadh	220
857	ealain	219
858	any	219
859	bhàsaich	219
860	beaga	219
861	paul	219
862	ingi	219
863	antioquia	219
864	soilleir	218
865	siostam	218
866	goirid	218
867	ràinig	218
868	poileataigeach	218
869	ron	218
870	seinneadair	218
871	chluaidh	217
872	òrain	217
873	cupa	217
874	auto	217
875	params	217
876	valid	216
877	linntean	216
878	ceannard	216
879	dh'obair	216
880	feadhainn	215
881	thùs	215
882	mhaigh	215
883	cumhachd	214
884	buidhnean	214
885	walkhighlands	214
886	sìos	213
887	chleachd	213
888	nobelprize	213
889	rois	212
890	ciad	212
891	tòraidheach	212
892	geohack	211
893	ur	210
894	dearg	210
895	eabhraig	210
896	biadh	209
897	clann	209
898	uibhist	209
899	adhbharan	209
900	a-mhàin	208
901	cruthachadh	208
902	colaiste	208
903	chontae	208
904	sruthadh	208
905	section	207
906	turasachd	207
907	film	207
908	gearmailteach	207
909	gearmailt	207
910	separator	207
911	breatannach	206
912	càrn	206
913	leughadh	206
914	caitligeach	206
915	prizes	206
916	rùnaire	206
917	eilbheis	205
918	fàgail	205
919	studies	205
920	wikibase	205
921	litir	204
922	fheudar	204
923	thumbnail	204
924	laureates	204
925	cheannard	204
926	num	204
927	shape	204
928	mhullach	203
929	peter	203
930	libearalach	203
931	los	203
932	ceàrnagach	203
933	profile	203
934	millean	201
935	north	201
936	aonghas	201
937	code	201
938	scrol	201
939	fhoghlaim	200
940	powys	200
941	pairs	200
942	ghleann	199
943	errors	198
944	ceilteach	198
945	thar	198
946	arabais	198
947	dh'fhad	198
948	society	197
949	màiri	197
950	phòlainn	197
951	rubha	197
952	ghabhail	196
953	sgeulachdan	196
954	fòn	196
955	meatair	196
956	lochlannais	196
957	bhuinneadh	196
958	comharradh	195
959	city	195
960	ionad	195
961	figearan	195
962	cleasaiche	195
963	chaitligeach	195
964	us	194
965	thuit	194
966	glacadh	194
967	fàsach	194
968	gam	194
969	cnoc	193
970	historia	193
971	there	192
972	source	192
973	chille	192
974	bheanntan	192
975	dictionary	192
976	oighreachd	192
977	world-gazetteer	192
978	làn	191
979	chruthaich	191
980	arg	191
981	saor	190
982	b'e	190
983	eabhra	190
984	make	189
985	camanachd	189
986	stockholm	189
987	foghlaim	189
988	pheairt	189
989	solid	188
990	farsaingeachd	188
991	states	188
992	main	188
993	togail	188
994	bonn	188
995	lìog	188
996	mark	187
997	mhic	187
998	gcis	187
999	pnan	187
1000	uaireannan	186
1001	aistean	186
1002	bad	186
1003	earra-ghàidheal	186
1004	ciùil	186
1005	sortable	186
1006	dail	185
1007	iii	185
1008	chuan	185
1009	reykjav	185
1010	riochdachadh	185
1011	edinburgh	184
1012	leantainn	183
1013	ainmeile	183
1014	benfro	183
1015	uilleam	182
1016	sia	182
1017	ruisis	182
1018	ruadh	181
1019	cogaidh	181
1020	arguments	181
1021	greugais	180
1022	adhart	180
1023	parliament	180
1024	anchor	180
1025	eòrpach	179
1026	bun-sgoil	179
1027	coltas	179
1028	chruinneachadh	179
1029	malairt	179
1030	maint	179
1031	innte	178
1032	domhan-leud	178
1033	faodaidh	177
1034	namespace	177
1035	sìobhalta	177
1036	talmhainn	177
1037	iùdhach	177
1038	qu	177
1039	geala	177
1040	marilyn	177
1041	require	177
1042	bpa	176
1043	seach	176
1044	diofar	176
1045	sòisealta	176
1046	array	176
1047	eileamaidean	176
1048	gall-ghaidhealaibh	176
1049	ath	175
1050	steòrnabhagh	175
1051	und	175
1052	oidhche	175
1053	t-àite	175
1054	washington	175
1055	tìre	174
1056	dhreuchd	174
1057	sibh	174
1058	àireamh-sluaigh	174
1059	clach	174
1060	fhaicinn	173
1061	suaine	173
1062	costa	173
1063	dh'imrich	173
1064	uaine	173
1065	here	172
1066	faighinn	172
1067	cuan	172
1068	dèagh	172
1069	westminster	171
1070	empty	171
1071	fhada	171
1072	cheap	171
1073	hill-bagging	171
1074	domhan-fhad	171
1075	gwynedd	171
1076	clàr	170
1077	bheireadh	170
1078	cuimrigh	170
1079	gearmailte	170
1080	white	170
1081	sealtainn	170
1082	phuing	169
1083	map-balla	169
1084	dh'obraich	169
1085	nirribhidh	168
1086	mharbhadh	168
1087	crìch	168
1088	duitsis	168
1089	mountaindetails	168
1090	ceff	168
1091	ret	168
1092	rudan	167
1093	coins	167
1094	cellpadding	166
1095	content	166
1096	far-ainm	166
1097	rìghrean	166
1098	teagasg	166
1099	day	166
1100	dioplòmasach	166
1101	margin	166
1102	landranger	166
1103	choireigin	165
1104	iarraidh	165
1105	co-dhiù	165
1106	fhaide	165
1107	vi	165
1108	suffix	165
1109	ghallda	164
1110	each	164
1111	caol	164
1112	reic	164
1113	companaidh	164
1114	eòin	164
1115	river	164
1116	airde	164
1117	bhpa	164
1118	bagging	164
1119	mhullaich	164
1120	oblast	164
1121	data-sort-value	164
1122	images	163
1123	cànanan	163
1124	beul-aithris	163
1125	giùlan	163
1126	croit	163
1127	et	163
1128	taigh-tasgaidh	163
1129	còisir	163
1130	gaerfyrddin	163
1131	sasannach	162
1132	tràth	162
1133	pàirc	162
1134	saoghal	162
1135	ros	162
1136	samhla	162
1137	gluasad	161
1138	rathaidean	161
1139	leòr	161
1140	dhùin	161
1141	il	161
1142	là	161
1143	explorer	161
1144	merthyr	161
1145	saidheans	160
1146	droch	160
1147	mo	160
1148	achd	159
1149	anna	159
1150	suainis	159
1151	ceimigearan	159
1152	iarla	159
1153	deidh	159
1154	region	159
1155	buntainn	158
1156	làrach	158
1157	fheadhainn	158
1158	michael	158
1159	danmhairg	158
1160	morgan	158
1161	graham	158
1162	choloimbia	158
1163	medell	158
1164	ùra	157
1165	taighean	157
1166	cuairt	157
1167	berlin	157
1168	henry	157
1169	runeberg	157
1170	togalach	156
1171	dheas	156
1172	fiosaigs	156
1173	leòdhas	156
1174	cruinn-eòlas	155
1175	h-àraid	155
1176	calum	155
1177	saighdearan	155
1178	grand	155
1179	journal	155
1180	stèisean-rèile	155
1181	t-ath-sgrùdadh	155
1182	ostaig	154
1183	documents	154
1184	trioblaidean	154
1185	filmichean	154
1186	till	154
1187	club	154
1188	diugh	153
1189	online	153
1190	lower	153
1191	txtsearch	153
1192	sgrios	153
1193	pen-y-bont	153
1194	ogwr	153
1195	shiorrachd	152
1196	sealainn	152
1197	bhean	152
1198	west	152
1199	leughte	152
1200	francisco	152
1201	dara	151
1202	gàidheal	151
1203	ostair	151
1204	talla	151
1205	t-uisge	151
1206	tòiseachadh	150
1207	gnìomhachas	150
1208	feumar	150
1209	roy	150
1210	cultarail	150
1211	fhèis	150
1212	patterns	150
1213	innse	149
1214	thuath	149
1215	macleòid	149
1216	tùsanaich	149
1217	bun	149
1218	cheimigeach	149
1219	virtual	149
1220	van	149
1221	ige	149
1222	sheallas	149
1223	spòrs	148
1224	bhathar	148
1225	oileanaich	148
1226	leigeil	148
1227	iris	148
1228	au	148
1229	coitcheann	148
1230	sine	148
1231	sup	148
1232	access	147
1233	co-ionnan	147
1234	celtic	147
1235	h-aon	147
1236	arthur	147
1237	choisinn	147
1238	tòraidh	147
1239	prix	147
1240	wikitext	147
1241	parent	147
1242	sabhal	146
1243	sgaradh	146
1244	chunntas-sluaigh	146
1245	ua	146
1246	bàgh	146
1247	ministear	146
1248	iùdhaich	146
1249	mhac	146
1250	stoidhle	145
1251	geal	145
1252	ghluais	145
1253	saighdear	145
1254	fios	144
1255	edward	144
1256	eadailteach	144
1257	partement	144
1258	identifier	144
1259	bhuidheann	143
1260	nàdarra	143
1261	chuain	143
1262	donald	143
1263	atamach	143
1264	cuairt-thomhas	143
1265	perfiles	143
1266	naidheachdan	142
1267	english	142
1268	remove	142
1269	records	142
1270	louis	142
1271	seirbheis	142
1272	lakes	142
1273	datavalue	142
1274	bhonn	141
1275	airgead	141
1276	york	141
1277	dhoire	141
1278	t-slighe	141
1279	toccolours	141
1280	arsenal	141
1281	tydfil	141
1282	bithear	140
1283	dlùth	140
1284	should	140
1285	must	140
1286	stuth	140
1287	ad	140
1288	mìos	140
1289	sruighlea	140
1290	sep	140
1291	digits	140
1292	concat	140
1293	fanaich	140
1294	ross	139
1295	cruinneachadh	139
1296	color	139
1297	hidden	139
1298	tobar	139
1299	ir	139
1300	home	139
1301	napoleon	139
1302	dh'fhaodadh	139
1303	romàinis	139
1304	luath	138
1305	martin	138
1306	hamilton	138
1307	otomanach	138
1308	santa	138
1309	commons	138
1310	aithris	138
1311	galloway	138
1312	britishlakes	138
1313	site	137
1314	riutha	137
1315	release	137
1316	peairt	137
1317	friù	137
1318	faclan	137
1319	war	137
1320	ise	137
1321	duilleagan	137
1322	h-ucràine	137
1323	crochte	137
1324	maps	137
1325	times	136
1326	sgoiltean	136
1327	dhi	136
1328	seinn	136
1329	nobhailean	136
1330	start	136
1331	icon	136
1332	caerfyrddin	136
1333	iomall	135
1334	tùsan	135
1335	ard	135
1336	alexander	135
1337	chinn	135
1338	chinnidh	135
1339	dìriche	135
1340	precision	135
1341	none	134
1342	riaghladair	134
1343	cultar	134
1344	chluich	134
1345	eadar-theangachadh	134
1346	spàinnteach	134
1347	àireamhan	134
1348	riaghladh	133
1349	raibeart	133
1350	cambridge	133
1351	die	133
1352	found	132
1353	project	132
1354	line	132
1355	scotlandscensus	132
1356	annta	132
1357	ghobhainn	132
1358	fìobha	132
1359	library	132
1360	sheas	132
1361	author	131
1362	gàidhealach	131
1363	oirthir	131
1364	bheir	131
1365	sabaid	131
1366	luchd-obrach	131
1367	ìmpireachd	131
1368	leud	131
1369	owen	131
1370	fèilltean	131
1371	poblacion	131
1372	teodhachd	131
1373	alias	131
1374	citation	131
1375	missing	130
1376	abar	130
1377	creag	130
1378	mhotha	130
1379	h-eadailt	130
1380	spain	130
1381	deamocratach	130
1382	global	130
1383	investigaciones	130
1384	censo	130
1385	given	129
1386	sgaoileadh	129
1387	strì	129
1388	ùidh	129
1389	nàsach	129
1390	abaid	129
1391	barcelona	129
1392	test	129
1393	beairteas	129
1394	bangor	129
1395	lùib	128
1396	households	128
1397	siorramachd	128
1398	iv	128
1399	sgoilear	128
1400	frangach	128
1401	luis	128
1402	cudromaiche	128
1403	lannraig	128
1404	path	128
1405	seallaidhean	128
1406	talbot	128
1407	proyepobla	128
1408	formatting	128
1409	cinn	127
1410	inhabited	127
1411	rim	127
1412	lochlannach	127
1413	ed	127
1414	luchd	127
1415	dumgal	127
1416	countrystudies	127
1417	freumh-fhaclachd	127
1418	astar	126
1419	tools	126
1420	tàinig	126
1421	censusresults	126
1422	tablea	126
1423	santiago	126
1424	gnàth-shìde	126
1425	bileag	126
1426	abcdefghinoq	126
1427	addclass	126
1428	llanelli	126
1429	using	125
1430	sgeulachd	125
1431	triùir	125
1432	ròimh	125
1433	mheadhain	125
1434	taghaidhean	125
1435	proyeccionmunicipios	125
1436	colombia-virtual	125
1437	mestizos	125
1438	because	124
1439	up	124
1440	ge-tà	124
1441	tug	124
1442	dàn	124
1443	south	124
1444	both	124
1445	caolas	124
1446	padding	124
1447	liostaichean	124
1448	fhiosrachaidh	124
1449	util	124
1450	dia	123
1451	fhear	123
1452	laghail	123
1453	bherlin	123
1454	chonnacht	123
1455	tàilleir	123
1456	templates	123
1457	entity	123
1458	ceredigion	123
1459	case	122
1460	ceàrn	122
1461	feallsanachd	122
1462	fharsaingeachd	122
1463	beul	122
1464	faicinn	122
1465	uairsin	122
1466	bun-reachd	122
1467	ròimhe	122
1468	mode	122
1469	mainsnak	122
1470	view	121
1471	bòrd	121
1472	seorsa	121
1473	tu	121
1474	amsterdam	121
1475	dh'ainmich	121
1476	var	121
1477	clàran	121
1478	phrìomh	121
1479	series	121
1480	cinnteach	120
1481	radio	120
1482	earr-ràdh	120
1483	cuir	120
1484	marbh	120
1485	ra	120
1486	madrid	120
1487	daniel	120
1488	teàrlach	120
1489	mhìos	120
1490	max	120
1491	len	120
1492	pòlainn	120
1493	trim	120
1494	matamataig	119
1495	me	119
1496	inneal	119
1497	tiotal	119
1498	againn	119
1499	hughes	119
1500	corra	119
1501	chemistry	119
1502	còigeamh	119
1503	rannsachaidh	119
1504	chanadh	119
1505	beginning	119
1506	diùcachd	119
1507	rugbaidh	118
1508	caimbeul	118
1509	ciall	118
1510	black	118
1511	meall	118
1512	dh'atharraich	118
1513	glasgow	118
1514	cliùiteach	118
1515	ben	118
1516	du	118
1517	pòlais	118
1518	adhair	118
1519	h-obrach	118
1520	ud	118
1521	teine	118
1522	partements	118
1523	bhuineas	117
1524	feum	117
1525	gorm	117
1526	east	117
1527	dìon	117
1528	ungair	117
1529	docha	117
1530	og	117
1531	ògmhios	117
1532	juan	117
1533	lists	117
1534	international	117
1535	railway	117
1536	blaavirtual	117
1537	roberts	117
1538	prìomh-mhinistear	116
1539	feartan	116
1540	ta	116
1541	dearbh	116
1542	aillse	116
1543	ne	116
1544	dath	116
1545	ruise	116
1546	buidhe	116
1547	space	116
1548	red	115
1549	tomhasan	115
1550	dh'fhuirich	115
1551	cataibh	115
1552	port-adhair	115
1553	ine	115
1554	cùisean	114
1555	litrichean	114
