# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אחוס	חוס	oshb,verb
אחותה	אחות	oshb,noun
אחותי	אחות	oshb,noun
אחותיך	אחות	oshb,noun
אחותך	אחות	oshb,noun
אחותם	אחות	oshb,noun
אחותנו	אחות	oshb,noun
אחז	חזה	oshb,verb
אחזה	אחז	oshb,verb
אחזה	חזה	oshb,verb
אחזו	אחז	oshb,verb
אחזוני	אחז	oshb,verb
אחזי	אחז	oshb,verb
אחזיהו	אחזיה	oshb,name
אחזני	אחז	oshb,verb
אחזק	חזק	oshb,verb
אחזקנו	חזק	oshb,verb
אחזת	אחז	oshb,verb
אחזת	אחזה	oshb,noun
אחזתה	אחז	oshb,verb
אחזתו	אחזה	oshb,noun
אחזתיו	אחז	oshb,verb
אחזתכם	אחזה	oshb,noun
אחזתם	אחז	oshb,verb
אחזתם	אחזה	oshb,noun
אחזתני	אחז	oshb,verb
אחחי	אחוחי	oshb,noun
אחטא	חטא	oshb,verb
אחטוב	אחיטוב	oshb,name
אחטם	חטם	oshb,verb
אחטנה	חטא	oshb,verb
אחי	אח	oshb,noun
אחידן	אחידה	oshb,adj
אחיה	אח	oshb,noun
אחיה	חיה	oshb,verb
אחיהו	אח	oshb,noun
אחיהו	אחיה	oshb,name
אחיהם	אח	oshb,noun
אחיו	אח	oshb,noun
אחיותי	אחות	oshb,noun
אחיותיהם	אחות	oshb,noun
אחיותיו	אחות	oshb,noun
אחיותך	אחות	oshb,noun
אחיך	אח	oshb,noun
אחיכם	אח	oshb,noun
אחילה	יחל	oshb,verb
אחים	אח	oshb,noun
אחינו	אח	oshb,noun
אחישה	חוש	oshb,verb
אחישנה	חוש	oshb,verb
אחיתיהם	אחות	oshb,noun
אחיתיו	אחות	oshb,noun
אחך	אח	oshb,noun
אחכמה	חכם	oshb,verb
אחל	חלל	oshb,verb
אחלל	חלל	oshb,verb
אחלצהו	חלץ	oshb,verb
אחלצך	חלץ	oshb,verb
אחלק	חלק	oshb,verb
אחלקה	חלק	oshb,verb
אחלקם	חלק	oshb,verb
אחמול	חמל	oshb,verb
אחמל	חמל	oshb,verb
אחן	חנן	oshb,verb
אחסה	חסה	oshb,verb
אחסר	חסר	oshb,verb
אחפץ	חפץ	oshb,verb
אחפש	חפש	oshb,verb
אחקר	חקר	oshb,verb
אחקרהו	חקר	oshb,verb
אחרו	אחר	oshb,verb
אחרות	אחר	oshb,adj
אחרי	אחור	oshb,noun
אחרי	אחר	oshb,adv
אחריב	חרב	oshb,verb
אחריה	אחר	oshb,adv
אחריהון	אחר	oshb,adv
אחריהם	אחור	oshb,noun
אחריהם	אחר	oshb,adv
אחריהן	אחר	oshb,adv
אחריו	אחר	oshb,adv
אחריך	אחר	oshb,adv
אחריכם	אחר	oshb,adv
אחרים	אחר	oshb,adj
אחרין	אחר	oshb,adj
אחרינו	אחר	oshb,adv
אחריש	חרש	oshb,verb
אחריתה	אחרית	oshb,noun
אחריתו	אחרית	oshb,noun
אחריתי	אחרית	oshb,noun
אחריתם	אחרית	oshb,noun
אחריתן	אחרית	oshb,noun
